SRC,DST,DST_C,Class_major,class
26113,26113,0.000,0.000,0
26115,39095,0.000,0.000,0
26117,26117,0.000,0.000,0
26119,26135,0.000,0.000,0
26121,26121,0.000,0.500,0
26121,55079,1.000,0.500,0
26125,26125,1.000,1.000,1
26127,55117,0.000,0.000,0
26129,26129,0.000,0.000,0
26129,26135,0.000,0.000,0
26131,26131,0.000,0.500,0
26131,27031,1.000,0.500,0
26135,26135,0.000,0.000,0
26139,55079,1.000,0.500,0
26139,55101,0.000,0.500,0
26145,26145,0.000,0.000,0
26145,26155,0.000,0.000,0
26145,26157,0.000,0.000,0
26147,26147,0.000,0.000,0
26149,26159,0.000,0.000,0
26151,26157,0.000,0.000,0
26155,26155,0.000,0.000,0
26157,26157,0.000,0.000,0
26159,26159,0.000,0.000,0
27001,27001,0.000,0.167,0
27001,27017,0.000,0.167,0
27001,27035,0.000,0.167,0
27001,27061,1.000,0.167,0
27003,27053,1.000,0.333,0
27003,27059,0.000,0.333,0
27003,27141,0.000,0.333,0
27005,27005,0.000,0.100,0
27005,27027,1.000,0.100,0
27005,27087,0.000,0.100,0
27005,27107,0.000,0.100,0
27005,27111,0.000,0.100,0
27005,27159,0.000,0.100,0
27007,27061,1.000,0.250,0
27007,27071,0.000,0.250,0
27007,27077,0.000,0.250,0
27007,27135,0.000,0.250,0
27009,27009,0.000,0.000,0
27009,27141,0.000,0.000,0
27009,27145,0.000,0.000,0
27011,27073,0.000,0.000,0
27013,27091,0.000,0.000,0
27013,27103,0.000,0.000,0
27013,27161,0.000,0.000,0
27015,27033,1.000,0.250,0
27015,27103,0.000,0.250,0
27015,27127,0.000,0.250,0
27015,27129,0.000,0.250,0
27017,27017,0.000,0.000,0
27019,27053,1.000,0.333,0
27019,27139,0.000,0.333,0
27019,27171,0.000,0.333,0
27021,27035,0.000,0.250,0
27021,27061,1.000,0.250,0
27021,27153,0.000,0.250,0
27021,27159,0.000,0.250,0
27023,27023,0.000,0.000,0
27023,27067,0.000,0.000,0
27023,27073,0.000,0.000,0
27023,27129,0.000,0.000,0
27023,27173,0.000,0.000,0
27025,27059,0.000,0.000,0
27025,55013,0.000,0.000,0
27025,55095,0.000,0.000,0
27027,27027,1.000,0.667,1
27027,27107,0.000,0.667,1
27027,27111,0.000,0.667,1
27027,38017,1.000,0.667,1
27029,27087,0.000,0.000,0
27031,27031,1.000,1.000,1
27033,27033,1.000,0.500,0
27033,27063,0.000,0.500,0
27033,27127,0.000,0.500,0
27035,27035,0.000,0.000,0
27037,27049,0.000,0.250,0
27037,27053,1.000,0.250,0
27037,27139,0.000,0.250,0
27037,55093,0.000,0.250,0
27039,27049,0.000,0.333,0
27039,27109,1.000,0.333,0
27039,27147,0.000,0.333,0
27041,27111,0.000,0.000,0
27041,27121,0.000,0.000,0
27041,27145,0.000,0.000,0
27041,27153,0.000,0.000,0
27043,27091,0.000,0.000,0
27043,27161,0.000,0.000,0
27045,27045,0.000,0.500,0
27045,27109,1.000,0.500,0
27047,27147,0.000,0.000,0
27047,27161,0.000,0.000,0
27049,27049,0.000,0.250,0
27049,27109,1.000,0.250,0
27049,55093,0.000,0.250,0
27051,27111,0.000,0.000,0
27051,27121,0.000,0.000,0
27053,27053,1.000,0.500,0
27053,27139,0.000,0.500,0
27053,27141,0.000,0.500,0
27053,27171,0.000,0.500,0
27055,55063,1.000,0.500,0
27055,55123,0.000,0.500,0
27057,27159,0.000,0.000,0
27059,27059,0.000,0.000,0
27059,27141,0.000,0.000,0
27061,27061,1.000,0.500,0
27061,27071,0.000,0.500,0
27063,27063,0.000,0.000,0
27063,27091,0.000,0.000,0
27067,27067,0.000,0.000,0
27067,27093,0.000,0.000,0
27067,27121,0.000,0.000,0
27067,27129,0.000,0.000,0
27067,27145,0.000,0.000,0
27069,27135,0.000,0.000,0
27069,38067,0.000,0.000,0
27071,27071,0.000,0.000,0
27071,27077,0.000,0.000,0
27073,27073,0.000,0.000,0
27073,27173,0.000,0.000,0
27077,27077,0.000,0.000,0
27077,27135,0.000,0.000,0
27079,27103,0.000,0.000,0
27079,27139,0.000,0.000,0
27079,27161,0.000,0.000,0
27081,27081,0.000,0.167,0
27081,27117,0.000,0.167,0
27081,27173,0.000,0.167,0
27081,46011,1.000,0.167,0
27083,27117,0.000,0.000,0
27083,27127,0.000,0.000,0
27083,27173,0.000,0.000,0
27085,27093,0.000,0.000,0
27085,27129,0.000,0.000,0
27085,27171,0.000,0.000,0
27087,27087,0.000,0.000,0
27087,27107,0.000,0.000,0
27089,27135,0.000,0.000,0
27089,38067,0.000,0.000,0
27089,38099,0.000,0.000,0
27091,27091,0.000,0.000,0
27093,27093,0.000,0.000,0
27093,27129,0.000,0.000,0
27093,27145,0.000,0.000,0
27093,27171,0.000,0.000,0
27095,27141,0.000,0.000,0
27097,27145,0.000,0.000,0
27097,27153,0.000,0.000,0
27099,27109,1.000,0.500,0
27099,27147,0.000,0.500,0
27101,27117,0.000,0.000,0
27101,27127,0.000,0.000,0
27103,27103,0.000,0.000,0
27103,27129,0.000,0.000,0
27107,27107,0.000,0.500,0
27107,38017,1.000,0.500,0
27109,27109,1.000,1.000,1
27111,27111,0.000,0.000,0
27111,27153,0.000,0.000,0
27111,27159,0.000,0.000,0
27113,27125,0.000,0.000,0
27115,55013,0.000,0.000,0
27117,27117,0.000,0.500,0
27117,46011,1.000,0.500,0
27119,27125,0.000,0.000,0
27121,27121,0.000,0.000,0
27121,27145,0.000,0.000,0
27125,27125,0.000,0.000,0
27127,27127,0.000,0.000,0
27127,27129,0.000,0.000,0
27127,27173,0.000,0.000,0
27129,27129,0.000,0.000,0
27129,27173,0.000,0.000,0
27131,27139,0.000,0.000,0
27131,27147,0.000,0.000,0
27131,27161,0.000,0.000,0
27135,27135,0.000,0.000,0
27139,27139,0.000,0.000,0
27141,27141,0.000,0.000,0
27141,27145,0.000,0.000,0
27141,27171,0.000,0.000,0
27145,27145,0.000,0.000,0
27145,27153,0.000,0.000,0
27145,27171,0.000,0.000,0
27147,27147,0.000,0.000,0
27147,27161,0.000,0.000,0
27153,27153,0.000,0.000,0
27153,27159,0.000,0.000,0
27159,27159,0.000,0.000,0
27161,27161,0.000,0.000,0
27163,55093,0.000,0.000,0
27163,55095,0.000,0.000,0
27163,55109,0.000,0.000,0
27169,55063,1.000,0.500,0
27169,55121,0.000,0.500,0
27171,27171,0.000,0.000,0
27173,27173,0.000,0.000,0
28001,28001,0.000,0.000,0
28001,28037,0.000,0.000,0
28003,28003,0.000,0.000,0
28003,47069,0.000,0.000,0
28003,47071,0.000,0.000,0
28005,28005,0.000,0.250,0
28005,28037,0.000,0.250,0
28005,28113,1.000,0.250,0
28007,28015,0.000,0.000,0
28007,28097,0.000,0.000,0
28007,28099,0.000,0.000,0
28007,28159,0.000,0.000,0
28007,28163,0.000,0.000,0
28009,28009,0.000,0.000,0
28009,28093,0.000,0.000,0
28009,47069,0.000,0.000,0
28011,28027,1.000,1.000,1
28011,28133,1.000,1.000,1
28011,28151,1.000,1.000,1
28013,28043,0.000,0.333,0
28013,28071,1.000,0.333,0
28013,28155,0.000,0.333,0
28015,28015,0.000,0.000,0
28015,28043,0.000,0.000,0
28015,28097,0.000,0.000,0
28017,28081,1.000,0.500,0
28017,28155,0.000,0.500,0
28019,28097,0.000,0.250,0
28019,28105,1.000,0.250,0
28019,28155,0.000,0.250,0
28019,28159,0.000,0.250,0
28021,28021,1.000,1.000,1
28021,28049,1.000,1.000,1
28021,28149,1.000,1.000,1
28023,28101,0.000,0.500,0
28023,28153,1.000,0.500,0
28025,28087,1.000,0.667,1
28025,28105,1.000,0.667,1
28025,28155,0.000,0.667,1
28027,28027,1.000,1.000,1
28027,28133,1.000,1.000,1
28027,28135,1.000,1.000,1
28029,28049,1.000,0.333,0
28029,28077,0.000,0.333,0
28029,28121,0.000,0.333,0
28031,28031,0.000,0.500,0
28031,28073,1.000,0.500,0
28033,28033,0.000,0.000,0
28033,28093,0.000,0.000,0
28033,28137,0.000,0.000,0
28035,28073,1.000,0.333,0
28035,28111,0.000,0.333,0
28035,28131,0.000,0.333,0
28037,28037,0.000,0.000,0
28039,28039,0.000,0.000,0
28039,28111,0.000,0.000,0
28039,28131,0.000,0.000,0
28041,28111,0.000,0.500,0
28041,28153,1.000,0.500,0
28043,28043,0.000,0.167,0
28043,28097,0.000,0.167,0
28043,28135,1.000,0.167,0
28043,28155,0.000,0.167,0
28045,28047,0.000,0.000,0
28045,28131,0.000,0.000,0
28047,28047,0.000,0.000,0
28047,28131,0.000,0.000,0
28049,28049,1.000,0.667,1
28049,28121,0.000,0.667,1
28049,28149,1.000,0.667,1
28049,28163,0.000,0.667,1
28051,28053,1.000,0.500,0
28051,28163,0.000,0.500,0
28053,28053,1.000,0.875,1
28053,28125,1.000,0.875,1
28053,28133,1.000,0.875,1
28053,28151,1.000,0.875,1
28053,28163,0.000,0.875,1
28055,28125,1.000,0.750,1
28055,28149,1.000,0.750,1
28055,28151,1.000,0.750,1
28055,28163,0.000,0.750,1
28057,28081,1.000,1.000,1
28059,28131,0.000,0.000,0
28061,28101,0.000,0.333,0
28061,28123,0.000,0.333,0
28061,28153,1.000,0.333,0
28065,28073,1.000,0.333,0
28065,28077,0.000,0.333,0
28065,28091,0.000,0.333,0
28067,28111,0.000,0.500,0
28067,28153,1.000,0.500,0
28069,28069,0.000,0.125,0
28069,28099,0.000,0.125,0
28069,28101,0.000,0.125,0
28069,28103,1.000,0.125,0
28069,28159,0.000,0.125,0
28071,28071,1.000,0.500,0
28071,28093,0.000,0.500,0
28071,28107,0.000,0.500,0
28071,28137,0.000,0.500,0
28073,28073,1.000,0.500,0
28073,28091,0.000,0.500,0
28075,28099,0.000,0.000,0
28075,28101,0.000,0.000,0
28077,28077,0.000,0.000,0
28077,28091,0.000,0.000,0
28079,28099,0.000,0.000,0
28079,28101,0.000,0.000,0
28079,28123,0.000,0.000,0
28079,28159,0.000,0.000,0
28081,28081,1.000,1.000,1
28083,28133,1.000,1.000,1
28083,28135,1.000,1.000,1
28085,28113,1.000,1.000,1
28087,28087,1.000,1.000,1
28087,28103,1.000,1.000,1
28087,28105,1.000,1.000,1
28089,28121,0.000,0.000,0
28089,28123,0.000,0.000,0
28089,28163,0.000,0.000,0
28091,28091,0.000,0.000,0
28093,28093,0.000,0.000,0
28093,28137,0.000,0.000,0
28097,28097,0.000,0.000,0
28097,28155,0.000,0.000,0
28099,28099,0.000,0.000,0
28099,28101,0.000,0.000,0
28099,28159,0.000,0.000,0
28101,28101,0.000,0.000,0
28101,28123,0.000,0.000,0
28103,28103,1.000,0.750,1
28103,28105,1.000,0.750,1
28103,28159,0.000,0.750,1
28105,28105,1.000,0.500,0
28105,28155,0.000,0.500,0
28105,28159,0.000,0.500,0
28107,28107,0.000,0.250,0
28107,28135,1.000,0.250,0
28107,28137,0.000,0.250,0
28109,28131,0.000,0.000,0
28111,28111,0.000,0.250,0
28111,28131,0.000,0.250,0
28111,28153,1.000,0.250,0
28113,28113,1.000,1.000,1
28119,28135,1.000,1.000,1
28121,28121,0.000,0.000,0
28121,28123,0.000,0.000,0
28123,28123,0.000,0.000,0
28125,28125,1.000,0.750,1
28125,28151,1.000,0.750,1
28125,28163,0.000,0.750,1
28131,28131,0.000,0.000,0
28133,28133,1.000,1.000,1
28133,28135,1.000,1.000,1
28133,28151,1.000,1.000,1
28135,28135,1.000,1.000,1
28137,28137,0.000,0.000,0
28139,47069,0.000,0.000,0
28141,47071,0.000,0.000,0
28149,28149,1.000,0.500,0
28149,28163,0.000,0.500,0
28151,28151,1.000,1.000,1
28153,28153,1.000,1.000,1
28155,28155,0.000,0.000,0
28159,28159,0.000,0.000,0
28163,28163,0.000,0.000,0
29001,29001,1.000,0.500,0
29001,29115,0.000,0.500,0
29001,29171,0.000,0.500,0
29001,29197,0.000,0.500,0
29001,29211,0.000,0.500,0
29003,29021,0.000,0.000,0
29003,29063,0.000,0.000,0
29003,29087,0.000,0.000,0
29005,29087,0.000,0.000,0
29005,31127,0.000,0.000,0
29007,29027,0.000,0.000,0
29007,29137,0.000,0.000,0
29007,29139,0.000,0.000,0
29007,29175,0.000,0.000,0
29009,29145,0.000,0.000,0
29011,29011,0.000,0.000,0
29011,29097,0.000,0.000,0
29013,29013,0.000,0.000,0
29013,29037,0.000,0.000,0
29013,29083,0.000,0.000,0
29013,29185,0.000,0.000,0
29015,29015,0.000,0.000,0
29015,29029,0.000,0.000,0
29015,29083,0.000,0.000,0
29015,29085,0.000,0.000,0
29015,29159,0.000,0.000,0
29015,29185,0.000,0.000,0
29017,29123,0.000,0.000,0
29017,29223,0.000,0.000,0
29019,29027,0.000,0.000,0
29019,29053,0.000,0.000,0
29019,29089,0.000,0.000,0
29019,29135,0.000,0.000,0
29019,29175,0.000,0.000,0
29021,29021,0.000,0.000,0
29021,29049,0.000,0.000,0
29021,29063,0.000,0.000,0
29023,29035,1.000,0.500,0
29023,29069,1.000,0.500,0
29023,29181,0.000,0.500,0
29023,29223,0.000,0.500,0
29025,29033,0.000,0.000,0
29025,29049,0.000,0.000,0
29025,29061,0.000,0.000,0
29025,29063,0.000,0.000,0
29025,29117,0.000,0.000,0
29027,29027,0.000,0.000,0
29027,29139,0.000,0.000,0
29027,29151,0.000,0.000,0
29029,29029,0.000,0.000,0
29029,29059,0.000,0.000,0
29029,29085,0.000,0.000,0
29029,29105,0.000,0.000,0
29029,29169,0.000,0.000,0
29031,29201,0.000,0.000,0
29033,29033,0.000,0.000,0
29033,29117,0.000,0.000,0
29035,29035,1.000,0.667,1
29035,29181,0.000,0.667,1
29035,29203,1.000,0.667,1
29035,29223,0.000,0.667,1
29037,29037,0.000,0.250,0
29037,29083,0.000,0.250,0
29037,29095,1.000,0.250,0
29039,29185,0.000,0.000,0
29041,29089,0.000,0.000,0
29041,29115,0.000,0.000,0
29041,29117,0.000,0.000,0
29041,29175,0.000,0.000,0
29043,29043,1.000,0.667,1
29043,29067,0.000,0.667,1
29043,29077,1.000,0.667,1
29043,29225,0.000,0.667,1
29045,29045,0.000,0.000,0
29047,29047,1.000,0.750,1
29047,29049,0.000,0.750,1
29047,29095,1.000,0.750,1
29049,29049,0.000,0.000,0
29049,29063,0.000,0.000,0
29051,29135,0.000,0.000,0
29051,29151,0.000,0.000,0
29053,29053,0.000,0.000,0
29053,29089,0.000,0.000,0
29053,29135,0.000,0.000,0
29053,29159,0.000,0.000,0
29055,29093,0.000,0.000,0
29055,29221,0.000,0.000,0
29057,29077,1.000,0.500,0
29057,29097,0.000,0.500,0
29059,29059,0.000,0.125,0
29059,29077,1.000,0.125,0
29059,29085,0.000,0.125,0
29059,29105,0.000,0.125,0
29059,29225,0.000,0.125,0
29061,29061,0.000,0.000,0
29061,29063,0.000,0.000,0
29061,29081,0.000,0.000,0
29061,29117,0.000,0.000,0
29063,29063,0.000,0.000,0
29065,29093,0.000,0.500,0
29065,29203,1.000,0.500,0
29067,29067,0.000,0.000,0
29067,29091,0.000,0.000,0
29067,29225,0.000,0.000,0
29069,29069,1.000,1.000,1
29071,29183,1.000,0.667,1
29071,29189,1.000,0.667,1
29071,29221,0.000,0.667,1
29073,29125,0.000,0.000,0
29073,29139,0.000,0.000,0
29073,29151,0.000,0.000,0
29075,29081,0.000,0.000,0
29075,29227,0.000,0.000,0
29077,29077,1.000,0.500,0
29077,29225,0.000,0.500,0
29079,29081,0.000,0.000,0
29079,29115,0.000,0.000,0
29079,29117,0.000,0.000,0
29079,29129,0.000,0.000,0
29079,29211,0.000,0.000,0
29081,29081,0.000,0.000,0
29081,29129,0.000,0.000,0
29081,29227,0.000,0.000,0
29083,29083,0.000,0.000,0
29083,29159,0.000,0.000,0
29083,29185,0.000,0.000,0
29085,29085,0.000,0.000,0
29085,29185,0.000,0.000,0
29087,29087,0.000,0.000,0
29087,31127,0.000,0.000,0
29089,29089,0.000,0.000,0
29089,29175,0.000,0.000,0
29091,29091,0.000,0.500,0
29091,29203,1.000,0.500,0
29093,29093,0.000,0.000,0
29093,29123,0.000,0.000,0
29093,29187,0.000,0.000,0
29093,29221,0.000,0.000,0
29093,29223,0.000,0.000,0
29095,29095,1.000,1.000,1
29097,29097,0.000,0.000,0
29097,29145,0.000,0.000,0
29099,29187,0.000,0.333,0
29099,29189,1.000,0.333,0
29099,29221,0.000,0.333,0
29101,29159,0.000,0.000,0
29103,29205,0.000,0.000,0
29105,29105,0.000,0.000,0
29105,29169,0.000,0.000,0
29105,29225,0.000,0.000,0
29107,29159,0.000,0.000,0
29109,29145,0.000,0.000,0
29111,29127,0.000,0.000,0
29111,29205,0.000,0.000,0
29113,29139,0.000,0.500,0
29113,29183,1.000,0.500,0
29115,29115,0.000,0.000,0
29115,29117,0.000,0.000,0
29115,29211,0.000,0.000,0
29117,29117,0.000,0.000,0
29119,29145,0.000,0.000,0
29119,40115,0.000,0.000,0
29121,29137,0.000,0.000,0
29121,29175,0.000,0.000,0
29121,29205,0.000,0.000,0
29123,29123,0.000,0.000,0
29123,29187,0.000,0.000,0
29123,29223,0.000,0.000,0
29125,29125,0.000,0.000,0
29125,29151,0.000,0.000,0
29125,29169,0.000,0.000,0
29127,29127,0.000,0.000,0
29127,29137,0.000,0.000,0
29127,29205,0.000,0.000,0
29129,29129,0.000,0.000,0
29129,29171,0.000,0.000,0
29129,29211,0.000,0.000,0
29131,29135,0.000,0.000,0
29131,29151,0.000,0.000,0
29131,29169,0.000,0.000,0
29133,29133,1.000,0.500,0
29133,29201,0.000,0.500,0
29135,29135,0.000,0.000,0
29137,29137,0.000,0.000,0
29137,29175,0.000,0.000,0
29137,29205,0.000,0.000,0
29139,29139,0.000,0.000,0
29139,29151,0.000,0.000,0
29141,29159,0.000,0.000,0
29143,29201,0.000,0.000,0
29143,47095,0.000,0.000,0
29145,29145,0.000,0.000,0
29145,40115,0.000,0.000,0
29147,29227,0.000,0.000,0
29149,29181,0.000,0.500,0
29149,29203,1.000,0.500,0
29151,29151,0.000,0.000,0
29155,47045,0.000,0.000,0
29155,47095,0.000,0.000,0
29157,29187,0.000,0.000,0
29159,29159,0.000,0.000,0
29161,29169,0.000,0.000,0
29167,29185,0.000,0.000,0
29169,29169,0.000,0.000,0
29171,29171,0.000,0.000,0
29171,29197,0.000,0.000,0
29171,29211,0.000,0.000,0
29175,29175,0.000,0.000,0
29179,29203,1.000,0.500,0
29179,29223,0.000,0.500,0
29181,29181,0.000,0.000,0
29183,29183,1.000,1.000,1
29183,29189,1.000,1.000,1
29185,29185,0.000,0.000,0
29186,29187,0.000,0.000,0
29187,29187,0.000,0.000,0
29187,29221,0.000,0.000,0
29189,29189,1.000,1.000,1
29197,29197,0.000,0.000,0
29201,29201,0.000,0.000,0
29203,29203,1.000,1.000,1
29205,29205,0.000,0.000,0
29207,29223,0.000,0.000,0
29211,29211,0.000,0.000,0
29221,29221,0.000,0.000,0
29223,29223,0.000,0.000,0
29225,29225,0.000,0.000,0
29227,29227,0.000,0.000,0
30001,30023,0.000,0.333,0
30001,30057,1.000,0.333,0
30001,30093,0.000,0.333,0
30003,30009,1.000,0.400,0
30003,30075,0.000,0.400,0
30003,30087,0.000,0.400,0
30003,30111,1.000,0.400,0
30003,56033,0.000,0.400,0
30005,30005,1.000,0.500,0
30005,30015,0.000,0.500,0
30005,30027,0.000,0.500,0
30005,30041,0.000,0.500,0
30005,30071,0.000,0.500,0
30007,30007,0.000,0.500,0
30007,30049,1.000,0.500,0
30009,30009,1.000,1.000,1
30009,30067,1.000,1.000,1
30009,30111,1.000,1.000,1
30011,30011,0.000,0.000,0
30011,30017,0.000,0.000,0
30011,30075,0.000,0.000,0
30013,30013,0.000,0.250,0
30013,30015,0.000,0.250,0
30013,30049,1.000,0.250,0
30015,30015,0.000,0.000,0
30015,30027,0.000,0.000,0
30015,30041,0.000,0.000,0
30015,30073,0.000,0.000,0
30017,30017,0.000,0.000,0
30017,30033,0.000,0.000,0
30017,30075,0.000,0.000,0
30017,30079,0.000,0.000,0
30017,30087,0.000,0.000,0
30019,30019,0.000,0.000,0
30021,30055,0.000,0.000,0
30021,30079,0.000,0.000,0
30021,30083,0.000,0.000,0
30023,30023,0.000,0.000,0
30023,30039,0.000,0.000,0
30023,30077,0.000,0.000,0
30023,30093,0.000,0.000,0
30025,30079,0.000,0.000,0
30025,38087,0.000,0.000,0
30027,30027,0.000,0.000,0
30027,30065,0.000,0.000,0
30027,30071,0.000,0.000,0
30029,30049,1.000,0.333,0
30029,30073,0.000,0.333,0
30029,30077,0.000,0.333,0
30031,30057,1.000,1.000,1
30031,30067,1.000,1.000,1
30031,56039,1.000,1.000,1
30033,30033,0.000,0.000,0
30033,30055,0.000,0.000,0
30033,30071,0.000,0.000,0
30033,30079,0.000,0.000,0
30033,30087,0.000,0.000,0
30035,30073,0.000,0.000,0
30035,30101,0.000,0.000,0
30037,30065,0.000,0.333,0
30037,30097,0.000,0.333,0
30037,30111,1.000,0.333,0
30039,30039,0.000,0.000,0
30039,30077,0.000,0.000,0
30041,30041,0.000,0.000,0
30043,30049,1.000,0.500,0
30043,30057,1.000,0.500,0
30043,30077,0.000,0.500,0
30043,30093,0.000,0.500,0
30049,30049,1.000,0.500,0
30049,30077,0.000,0.500,0
30051,30073,0.000,0.000,0
30051,30101,0.000,0.000,0
30055,30055,0.000,0.000,0
30055,30079,0.000,0.000,0
30055,30083,0.000,0.000,0
30057,30057,1.000,0.500,0
30057,30093,0.000,0.500,0
30059,30067,1.000,0.500,0
30059,30097,0.000,0.500,0
30063,30077,0.000,0.000,0
30065,30065,0.000,0.250,0
30065,30087,0.000,0.250,0
30065,30111,1.000,0.250,0
30067,30067,1.000,0.500,0
30067,30097,0.000,0.500,0
30069,30071,0.000,0.000,0
30069,30087,0.000,0.000,0
30071,30071,0.000,0.000,0
30073,30073,0.000,0.000,0
30073,30101,0.000,0.000,0
30075,30075,0.000,0.000,0
30075,30087,0.000,0.000,0
30075,56005,0.000,0.000,0
30075,56033,0.000,0.000,0
30077,30077,0.000,0.000,0
30079,30079,0.000,0.000,0
30083,30083,0.000,0.000,0
30083,38105,0.000,0.000,0
30085,38105,0.000,0.000,0
30087,30087,0.000,0.500,0
30087,30111,1.000,0.500,0
30091,38105,0.000,0.000,0
30093,30093,0.000,0.000,0
30095,30097,0.000,0.500,0
30095,30111,1.000,0.500,0
30097,30097,0.000,0.000,0
30101,30101,0.000,0.000,0
30103,30111,1.000,1.000,1
30111,30111,1.000,1.000,1
31001,31001,0.000,0.000,0
31001,31035,0.000,0.000,0
31001,31079,0.000,0.000,0
31001,31081,0.000,0.000,0
31003,31011,0.000,0.000,0
31003,31089,0.000,0.000,0
31003,31107,0.000,0.000,0
31003,31139,0.000,0.000,0
31005,31069,0.000,0.000,0
31005,31091,0.000,0.000,0
31005,31101,0.000,0.000,0
31005,31117,0.000,0.000,0
31007,31033,0.000,0.000,0
31007,31105,0.000,0.000,0
31007,56015,0.000,0.000,0
31009,31009,1.000,0.500,0
31009,31017,0.000,0.500,0
31009,31031,0.000,0.500,0
31009,31113,0.000,0.500,0
31011,31011,0.000,0.000,0
31011,31077,0.000,0.000,0
31011,31125,0.000,0.000,0
31011,31141,0.000,0.000,0
31015,31089,0.000,0.000,0
31015,31107,0.000,0.000,0
31015,46023,0.000,0.000,0
31017,31017,0.000,0.000,0
31017,31031,0.000,0.000,0
31019,31079,0.000,0.000,0
31019,31093,0.000,0.000,0
31019,31137,0.000,0.000,0
31021,31039,0.000,0.000,0
31021,31173,0.000,0.000,0
31023,31109,1.000,0.333,0
31023,31141,0.000,0.333,0
31023,31159,0.000,0.333,0
31025,31109,1.000,1.000,1
31027,31051,0.000,0.000,0
31027,31107,0.000,0.000,0
31027,31139,0.000,0.000,0
31029,31057,0.000,0.000,0
31029,31135,0.000,0.000,0
31031,31031,0.000,0.167,0
31031,31091,0.000,0.167,0
31031,46121,1.000,0.167,0
31031,46123,0.000,0.167,0
31033,31033,0.000,0.000,0
31033,31069,0.000,0.000,0
31033,31105,0.000,0.000,0
31035,31035,0.000,0.000,0
31035,31081,0.000,0.000,0
31037,31039,0.000,0.000,0
31037,31141,0.000,0.000,0
31039,31039,0.000,0.000,0
31039,31173,0.000,0.000,0
31041,31071,0.000,0.000,0
31041,31113,0.000,0.000,0
31043,31043,0.000,0.000,0
31043,31051,0.000,0.000,0
31043,31173,0.000,0.000,0
31045,46047,0.000,0.000,0
31047,31073,0.000,0.000,0
31047,31137,0.000,0.000,0
31049,31069,0.000,0.000,0
31049,31101,0.000,0.000,0
31049,31135,0.000,0.000,0
31051,31051,0.000,0.000,0
31051,31173,0.000,0.000,0
31053,31055,1.000,1.000,1
31055,31055,1.000,1.000,1
31057,31057,0.000,0.000,0
31057,31087,0.000,0.000,0
31059,31151,0.000,0.000,0
31059,31159,0.000,0.000,0
31059,31169,0.000,0.000,0
31061,31083,0.000,0.000,0
31061,31137,0.000,0.000,0
31063,31073,0.000,0.000,0
31063,31087,0.000,0.000,0
31063,31145,0.000,0.000,0
31065,31073,0.000,0.000,0
31065,31083,0.000,0.000,0
31065,31137,0.000,0.000,0
31065,31145,0.000,0.000,0
31067,31097,0.000,0.333,0
31067,31109,1.000,0.333,0
31067,31151,0.000,0.333,0
31069,31069,0.000,0.000,0
31069,31101,0.000,0.000,0
31071,31071,0.000,0.000,0
31071,31089,0.000,0.000,0
31073,31073,0.000,0.000,0
31073,31137,0.000,0.000,0
31075,31091,0.000,0.000,0
31077,31077,0.000,0.000,0
31077,31093,0.000,0.000,0
31077,31125,0.000,0.000,0
31079,31079,0.000,0.000,0
31079,31081,0.000,0.000,0
31079,31093,0.000,0.000,0
31079,31121,0.000,0.000,0
31081,31081,0.000,0.000,0
31081,31121,0.000,0.000,0
31083,31083,0.000,0.000,0
31083,31137,0.000,0.000,0
31085,31087,0.000,0.000,0
31085,31135,0.000,0.000,0
31087,31087,0.000,0.000,0
31087,31145,0.000,0.000,0
31089,31089,0.000,0.000,0
31089,31107,0.000,0.000,0
31091,31091,0.000,0.000,0
31091,31117,0.000,0.000,0
31093,31093,0.000,0.000,0
31093,31121,0.000,0.000,0
31093,31125,0.000,0.000,0
31095,31151,0.000,0.000,0
31095,31169,0.000,0.000,0
31097,31097,0.000,0.250,0
31097,31109,1.000,0.250,0
31097,31127,0.000,0.250,0
31099,31137,0.000,0.000,0
31101,31101,0.000,0.000,0
31101,31117,0.000,0.000,0
31101,31135,0.000,0.000,0
31103,46121,1.000,0.500,0
31103,46123,0.000,0.500,0
31105,31105,0.000,0.000,0
31107,31107,0.000,0.000,0
31107,31139,0.000,0.000,0
31107,46023,0.000,0.000,0
31109,31109,1.000,0.500,0
31109,31151,0.000,0.500,0
31109,31159,0.000,0.500,0
31111,31113,0.000,0.000,0
31111,31117,0.000,0.000,0
31111,31135,0.000,0.000,0
31113,31113,0.000,0.000,0
31113,31117,0.000,0.000,0
31117,31117,0.000,0.000,0
31119,31139,0.000,0.000,0
31119,31141,0.000,0.000,0
31121,31121,0.000,0.000,0
31121,31125,0.000,0.000,0
31121,31141,0.000,0.000,0
31125,31125,0.000,0.000,0
31125,31141,0.000,0.000,0
31127,31127,0.000,0.000,0
31129,31169,0.000,0.000,0
31135,31135,0.000,0.000,0
31137,31137,0.000,0.000,0
31139,31139,0.000,0.000,0
31141,31141,0.000,0.000,0
31143,31159,0.000,0.000,0
31145,31145,0.000,0.000,0
31151,31151,0.000,0.000,0
31151,31159,0.000,0.000,0
31151,31169,0.000,0.000,0
31157,56015,0.000,0.000,0
31159,31159,0.000,0.000,0
31165,46047,0.000,0.000,0
31165,56015,0.000,0.000,0
31165,56027,0.000,0.000,0
31169,31169,0.000,0.000,0
31173,31173,0.000,0.000,0
32001,32015,0.000,0.000,0
32001,32023,0.000,0.000,0
